pitch_number,pitcher_name,pitcher_hand,pitch_type,target_frame,arrival_frame,target_x,target_y,ball_x,ball_y,total_miss_px,total_miss_inches,h_miss_px,h_miss_inches,h_direction,h_miss_signed,v_miss_px,v_miss_inches,v_direction,v_miss_signed,target_quadrant,result_quadrant,target_zone,timestamp,is_outlier
18,CBurrows1,L,FF,10,50,1081.0,657.5,978.7,642.4,103.3,17.74,102.2,17.55,arm-side,-17.55,15.1,2.59,high,-2.59,DM,,inside,1.667,0
19,CBurrows1,L,SL,10,42,1162.5,664.0,1257.6,756.6,132.7,19.99,95.1,16.32,glove-side,16.32,92.6,15.89,low,15.89,DM,,inside,1.400,1
20,CBurrows1,L,CH,10,38,1083.3,649.2,1045.1,606.5,57.3,9.84,38.2,6.55,arm-side,-6.55,42.7,7.33,high,-7.33,DM,MA,inside,1.267,0
21,CBurrows1,L,CH,10,47,1086.8,634.8,1069.1,679.0,47.6,8.16,17.6,3.03,arm-side,-3.03,44.2,7.58,low,7.58,DM,,inside,1.567,0
22,CBurrows1,L,SL,10,160,1160.8,637.8,1059.0,638.1,101.8,17.48,101.8,17.48,arm-side,-17.48,0.3,0.05,low,0.05,DM,,inside,5.333,0
23,CBurrows1,L,FF,10,40,1095.3,642.3,1157.9,643.7,62.6,10.75,62.6,10.75,glove-side,10.75,1.5,0.25,low,0.25,DM,,inside,1.333,0
24,CBurrows1,L,CH,10,70,1097.6,647.3,1081.1,635.7,20.2,3.46,16.6,2.84,arm-side,-2.84,11.5,1.98,high,-1.98,DM,MM,inside,2.333,0
25,CBurrows1,L,FF,10,82,1082.8,645.1,1151.4,637.4,69.0,11.85,68.6,11.78,glove-side,11.78,7.7,1.32,high,-1.32,DM,,inside,2.733,0
26,CBurrows1,L,FF,10,129,1086.6,628.9,1122.9,670.0,54.8,9.41,36.2,6.22,glove-side,6.22,41.1,7.06,low,7.06,DM,DI,inside,4.300,0
27,CBurrows1,L,FF,10,84,1077.7,643.0,1113.4,672.3,46.2,7.93,35.8,6.14,glove-side,6.14,29.3,5.03,low,5.03,DM,DI,inside,2.800,0
28,CBurrows1,L,SL,10,63,1104.3,628.3,926.8,614.8,178.0,19.99,177.5,30.48,arm-side,-30.48,13.5,2.32,high,-2.32,DM,,inside,2.100,1
29,CBurrows1,L,SL,10,46,1140.5,626.5,1053.6,580.4,98.4,16.90,86.9,14.93,arm-side,-14.93,46.2,7.93,high,-7.93,DM,,inside,1.533,0
30,CBurrows1,L,CH,10,52,1096.6,640.3,1156.0,714.0,94.6,16.25,59.3,10.18,glove-side,10.18,73.8,12.66,low,12.66,DM,,inside,1.733,0
31,CBurrows1,L,CH,10,68,1070.8,634.8,1078.9,577.6,57.7,9.91,8.1,1.39,glove-side,1.39,57.2,9.82,high,-9.82,DM,UM,inside,2.267,0
32,CBurrows1,L,FF,10,52,1090.4,655.3,1124.0,602.5,62.5,10.73,33.5,5.76,glove-side,5.76,52.8,9.06,high,-9.06,DM,UI,inside,1.733,0
33,CBurrows1,L,FF,10,69,1100.4,630.0,1084.4,666.6,39.9,6.86,16.0,2.75,arm-side,-2.75,36.6,6.28,low,6.28,DM,DM,inside,2.300,0
34,CBurrows1,L,FF,10,51,1102.0,637.9,1169.3,700.1,91.7,15.74,67.3,11.56,glove-side,11.56,62.2,10.68,low,10.68,DM,,inside,1.700,0
35,CBurrows1,L,FF,10,60,1120.0,641.7,1155.4,747.7,111.8,19.20,35.4,6.08,glove-side,6.08,106.1,18.21,low,18.21,DM,,inside,2.000,0
36,CBurrows1,L,FF,10,37,1094.4,661.6,1107.2,690.9,31.9,5.48,12.8,2.19,glove-side,2.19,29.3,5.03,low,5.03,DM,DM,inside,1.233,0
37,CBurrows1,L,CH,10,109,1100.9,653.2,1128.8,667.8,31.5,5.40,27.9,4.78,glove-side,4.78,14.6,2.51,low,2.51,DM,DI,inside,3.633,0
38,CBurrows1,L,CH,10,60,1098.6,662.0,1019.7,616.5,91.1,15.64,78.9,13.55,arm-side,-13.55,45.6,7.82,high,-7.82,DM,,inside,2.000,0
39,CBurrows1,L,FF,10,68,1101.3,652.2,1151.5,611.7,64.5,11.07,50.2,8.61,glove-side,8.61,40.5,6.96,high,-6.96,DM,,inside,2.267,0
40,CBurrows1,L,CH,10,85,1098.7,639.1,1163.1,576.4,89.9,15.43,64.4,11.06,glove-side,11.06,62.7,10.76,high,-10.76,DM,,inside,2.833,0
41,CBurrows1,L,FF,10,39,1107.6,665.2,1046.0,710.0,76.2,13.08,61.6,10.58,arm-side,-10.58,44.8,7.70,low,7.70,DM,,inside,1.300,0
42,CBurrows1,L,FF,10,64,1085.3,655.5,1121.2,671.3,39.2,6.74,35.9,6.16,glove-side,6.16,15.8,2.72,low,2.72,DM,DI,inside,2.133,0
43,CBurrows1,L,FF,10,45,1103.0,675.9,1030.1,727.5,89.3,15.34,72.9,12.51,arm-side,-12.51,51.6,8.87,low,8.87,DM,,inside,1.500,0
44,CBurrows1,L,FF,10,49,1096.0,664.8,1110.6,628.8,38.8,6.67,14.7,2.52,glove-side,2.52,35.9,6.17,high,-6.17,DM,MM,inside,1.633,0
45,CBurrows1,L,FF,10,68,1097.1,654.3,1205.5,655.7,108.3,18.60,108.3,18.59,glove-side,18.59,1.3,0.23,low,0.23,DM,,inside,2.267,0
46,CBurrows1,L,FF,10,163,1104.1,658.7,1167.3,665.4,63.5,10.91,63.2,10.84,glove-side,10.84,6.7,1.15,low,1.15,DM,,inside,5.433,0
47,CBurrows1,L,FF,10,93,1096.4,656.7,1122.2,677.0,32.8,5.63,25.8,4.42,glove-side,4.42,20.3,3.48,low,3.48,DM,DI,inside,3.100,0
48,CBurrows1,L,CH,10,94,1060.7,640.9,1167.9,691.2,118.4,19.99,107.2,18.40,glove-side,18.40,50.3,8.63,low,8.63,DM,,inside,3.133,1
49,CBurrows1,L,FF,10,47,1026.4,640.6,1077.9,582.7,77.4,13.29,51.4,8.83,glove-side,8.83,57.9,9.93,high,-9.93,DM,,inside,1.567,0
50,CBurrows1,L,SL,10,39,1067.3,651.0,1044.6,625.0,34.5,5.92,22.7,3.89,arm-side,-3.89,26.0,4.46,high,-4.46,DM,MA,inside,1.300,0
51,CBurrows1,L,SL,10,68,1157.4,650.7,1054.4,627.6,105.5,18.12,103.0,17.68,arm-side,-17.68,23.1,3.97,high,-3.97,DM,,inside,2.267,0
52,CBurrows1,L,FF,10,43,1082.6,635.6,1115.4,661.9,42.1,7.22,32.8,5.63,glove-side,5.63,26.4,4.53,low,4.53,DM,DI,inside,1.433,0
53,CBurrows1,L,FF,10,75,1108.0,660.2,1196.0,681.5,90.6,15.55,88.1,15.12,glove-side,15.12,21.3,3.65,low,3.65,DM,,inside,2.500,0
54,CBurrows1,L,FF,10,87,1108.0,657.4,1177.1,765.1,128.0,19.99,69.1,11.87,glove-side,11.87,107.7,18.49,low,18.49,DM,,inside,2.900,1
55,CBurrows1,L,CH,10,65,1105.5,643.4,1082.4,663.5,30.6,5.25,23.1,3.96,arm-side,-3.96,20.1,3.45,low,3.45,DM,DA,inside,2.167,0
56,CBurrows1,L,FF,10,51,1100.5,638.8,1140.0,675.3,53.8,9.24,39.5,6.78,glove-side,6.78,36.5,6.27,low,6.27,DM,DI,inside,1.700,0
57,CBurrows1,L,FF,10,69,1098.2,646.8,1180.7,629.1,84.4,14.49,82.5,14.16,glove-side,14.16,17.8,3.05,high,-3.05,DM,,inside,2.300,0
58,CBurrows1,L,FF,10,42,1089.0,656.0,1109.4,698.1,46.9,8.04,20.4,3.50,glove-side,3.50,42.2,7.24,low,7.24,DM,DI,inside,1.400,0
59,CBurrows1,L,FF,10,43,1089.5,655.8,1043.0,743.4,99.2,17.03,46.5,7.98,arm-side,-7.98,87.6,15.04,low,15.04,DM,,inside,1.433,0
60,CBurrows1,L,FF,10,46,1038.2,635.6,1075.1,648.2,39.0,6.69,36.9,6.34,glove-side,6.34,12.5,2.15,low,2.15,DM,DI,inside,1.533,0
61,CBurrows1,L,FF,10,40,1064.7,674.1,1012.2,628.5,69.6,11.95,52.5,9.02,arm-side,-9.02,45.6,7.84,high,-7.84,DM,,inside,1.333,0
62,CBurrows1,L,FF,10,53,1042.3,652.9,1021.9,684.5,37.6,6.46,20.4,3.50,arm-side,-3.50,31.6,5.42,low,5.42,DM,DA,inside,1.767,0
63,CBurrows1,L,FF,10,44,1035.4,635.3,1153.2,591.5,125.7,19.99,117.8,20.22,glove-side,20.22,43.9,7.53,high,-7.53,DM,,inside,1.467,1
64,CBurrows1,L,CH,10,63,1087.3,637.0,1187.4,677.4,107.9,18.52,100.1,17.18,glove-side,17.18,40.3,6.93,low,6.93,DM,,inside,2.100,0
65,CBurrows1,L,CH,10,44,1082.8,653.9,1070.5,653.6,12.3,2.11,12.3,2.11,arm-side,-2.11,0.3,0.05,high,-0.05,DM,DM,inside,1.467,0
66,CBurrows1,L,FF,10,85,1086.6,648.5,1040.3,674.5,53.1,9.12,46.3,7.95,arm-side,-7.95,26.0,4.46,low,4.46,DM,DA,inside,2.833,0
67,CBurrows1,L,FF,10,69,1036.7,646.7,1048.4,699.4,54.0,9.27,11.7,2.02,glove-side,2.02,52.7,9.05,low,9.05,DM,,inside,2.300,0
68,CBurrows1,L,FF,10,46,1097.7,642.2,1025.0,686.8,85.3,14.65,72.8,12.49,arm-side,-12.49,44.6,7.65,low,7.65,DM,,inside,1.533,0
69,CBurrows1,L,FF,10,43,1099.4,665.8,1040.8,736.4,91.6,15.73,58.5,10.05,arm-side,-10.05,70.5,12.11,low,12.11,DM,,inside,1.433,0
70,CBurrows1,L,CH,10,48,1078.3,651.7,1212.1,648.3,133.8,19.99,133.8,22.97,glove-side,22.97,3.4,0.58,high,-0.58,DM,,inside,1.600,1
71,CBurrows1,L,FF,10,50,1086.7,672.6,1120.3,580.1,98.4,16.89,33.6,5.76,glove-side,5.76,92.5,15.88,high,-15.88,DM,,inside,1.667,0
72,CBurrows1,L,FF,10,45,1115.1,666.2,1130.0,717.8,53.7,9.22,14.9,2.56,glove-side,2.56,51.6,8.86,low,8.86,DM,,inside,1.500,0
73,CBurrows1,L,FF,10,44,1110.5,671.9,1111.0,732.9,61.0,10.47,0.5,0.09,glove-side,0.09,61.0,10.47,low,10.47,DM,,inside,1.467,0
74,CBurrows1,L,FF,10,48,1064.6,647.5,1101.0,756.6,115.0,19.74,36.4,6.25,glove-side,6.25,109.1,18.72,low,18.72,DM,,inside,1.600,0
75,CBurrows1,L,FF,10,43,1196.0,653.6,1216.5,691.1,42.8,7.34,20.5,3.52,glove-side,3.52,37.5,6.44,low,6.44,DM,DI,inside,1.433,0
76,CBurrows1,L,CH,10,41,1193.8,680.4,1099.2,625.2,109.6,18.81,94.6,16.24,arm-side,-16.24,55.2,9.48,high,-9.48,DM,,inside,1.367,0
77,CBurrows1,L,FF,10,51,1236.3,691.6,1246.0,665.7,27.7,4.75,9.7,1.66,glove-side,1.66,25.9,4.45,high,-4.45,DM,MM,inside,1.700,0
78,CBurrows1,L,SL,10,43,1162.6,632.9,935.4,616.7,227.8,19.99,227.2,39.00,arm-side,-39.00,16.2,2.79,high,-2.79,DM,,inside,1.433,1
79,CBurrows1,L,FF,10,53,1086.3,658.2,1086.3,625.8,32.4,5.57,0.0,0.00,glove-side,0.00,32.4,5.57,high,-5.57,DM,MM,inside,1.767,0
